Activity,Subject,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-mean(),fBodyAccMag-std(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-std()
Standing,14,-0.322990805,-0.113016808,0.128125022,-0.128731568,-0.123550542,-0.56593771,0.000669114,0.082786316,-0.05759213,0.021159795,0.084161718,0.023036056,-0.881976943,-0.930654051,-0.911762371,-0.886099325,-0.571006612,-0.603306955,-0.627797899,-0.602048117,-0.084934799,-0.120759406,0.375598912,0.358351159,-0.049085196,-0.08888418,-0.003229793,-0.013481435,-0.096108117,-0.124634818,-0.004884745,0.072509074,0.070276328,-0.137499369,-0.427169891,-0.299370142,-0.516079027,-0.544814006,0.174930711,0.058736224,-0.140531138,-0.296358921,-0.264364815,-0.409893945,-0.439960904,-0.498861509,-0.595226437,-0.657245508,-0.604673521,-0.632117254,-0.686392954,-0.710757664,-0.909153167,-0.895330456,-0.887269425,-0.902089912,-0.901136892,-0.866841704,-0.871875642,-0.913523368,-0.85373137,-0.863835853,-0.767543849,-0.704832103,-0.552724531,-0.465608871
Laying,14,-0.244880968,-0.388488658,0.204495174,-0.044986339,-0.188122443,-0.326978657,-0.070479971,0.120722481,0.008732984,-0.053658715,0.133969031,0.089261199,-0.890518509,-0.742309058,-0.692454372,-0.784095272,-0.631875037,-0.709652181,-0.453396218,-0.40016034,-0.068389548,0.336298676,0.31768199,0.246071413,-0.070818156,0.075989333,0.040982908,-0.066844338,0.006405144,-0.119165157,-0.029531124,-0.021837992,-0.018616743,-0.004330091,-0.643573714,-0.383427668,-0.683845283,-0.56268249,-0.117002803,-0.054215345,-0.043792511,-0.203462495,-0.005901898,-0.179758599,-0.160507911,-0.240260802,-0.445602375,-0.587974876,-0.401539506,-0.527002825,-0.47985708,-0.432242772,-0.777395657,-0.776674187,-0.844500082,-0.794782701,-0.861460149,-0.754416152,-0.82289238,-0.76150566,-0.830674851,-0.773498077,-0.734994764,-0.657214863,-0.51503715,-0.607456364
Walking,15,-0.291199222,-0.116416236,0.186143963,-0.082228727,-0.138239193,-0.734148319,0.036030815,0.032790676,-0.03705301,0.093335108,0.060894389,-0.060917979,-0.368343063,-0.54281309,-0.828957108,-0.749643207,-0.810682618,-0.730185222,-0.815663623,-0.865757259,-0.595072606,-0.726869863,-0.214149841,-0.018890086,0.132168601,0.001180243,0.087424755,0.028527566,-0.101495604,0.009956345,0.018499224,-0.038272919,0.038110796,0.031290653,-0.799373156,-0.866245324,-0.75148706,-0.725111501,-0.069999304,-0.098215313,-0.06576284,-0.102331657,-0.08644085,-0.078084891,-0.321972336,-0.557972236,-0.455414221,-0.557051986,-0.53615851,-0.726038636,-0.766783154,-0.767006916,-0.929320512,-0.941442711,-0.911801658,-0.928754471,-0.957779298,-0.931992971,-0.911663385,-0.904758332,-0.918329858,-0.893551477,-0.885856513,-0.844213491,-0.417360177,-0.38314993
Walking Upstairs,15,-0.119966711,-0.269880786,0.130273186,-0.119538379,-0.155707577,-0.625539895,0.13516987,0.037985064,0.025717463,0.089694937,0.154528748,0.013404212,-0.764945783,-0.764346953,-0.862409394,-0.76747282,-0.815326888,-0.73238484,-0.70077061,-0.630282942,-0.47927325,-0.342906534,-0.321531212,0.114951303,0.097317721,0.041552461,-0.043637396,-0.01282414,0.034964631,-0.20341926,0.065306181,0.002117367,-0.099515977,-0.170757357,-0.537900334,-0.735870684,-0.666368698,-0.624212028,0.124090386,0.211213013,-0.122133406,-0.144876916,-0.178172838,-0.296591465,-0.21057878,-0.460212108,-0.539365458,-0.588041997,-0.674993939,-0.574637742,-0.698242778,-0.72624525,-0.852301275,-0.899979079,-0.91822608,-0.854299669,-0.873291702,-0.939460371,-0.89916048,-0.894323863,-0.860799802,-0.91836551,-0.837631885,-0.867433892,-0.362801623,-0.405159576
Walking downstairs,15,0.241505448,-0.192728763,0.221408897,-0.000235682,-0.146044272,-0.917714911,0.028988768,0.124014053,0.078570972,0.157436716,0.167202016,0.02275531,-0.853179369,-0.889952329,-0.949548254,-0.7492723,-0.749472127,-0.395847578,-0.944306804,-0.695559511,0.244719567,0.613280635,0.776726008,0.740341991,0.070611848,0.091487265,0.077596539,0.024210928,0.007245264,-0.01570643,0.142698528,0.013591558,-0.127716634,-0.132139742,-0.889140534,-0.654060834,-0.917285358,-0.740793127,0.125951551,0.067571615,-0.200975285,-0.354099844,-0.205136876,-0.362449162,-0.450971108,-0.522459158,-0.644389872,-0.629698136,-0.645680278,-0.853689489,-0.87428021,-0.805728275,-0.992354287,-0.991401341,-0.986371817,-0.995226358,-0.993508181,-0.989319724,-0.99413461,-0.995670752,-0.989457728,-0.991107438,-0.889066744,-0.843211203,-0.60410489,-0.436359909
Sitting,15,-0.455260131,-0.452836968,0.021094195,-0.156479336,-0.206107783,-0.152829122,-0.037064007,-0.171958349,0.11036223,-0.062450395,-0.210609675,-0.04602547,-0.396444528,-0.463131049,-0.447278074,-0.47511468,-0.613461755,-0.536022017,-0.229758955,-0.294628462,-0.206467953,-0.113729032,0.165738494,0.180839743,0.045060824,-0.016665938,0.130515453,0.152845519,0.035631253,-0.018648304,-0.211312747,-0.159097953,-0.115948429,-0.024095254,-0.352868657,-0.467098055,-0.365239294,-0.434874535,0.021901728,-0.013067388,0.004514141,0.065430243,-0.069371051,0.010768298,0.087130643,-0.020308842,-0.289162041,-0.185336177,0.053440883,0.013382159,0.022948571,-0.049745216,-0.636809149,-0.680398765,-0.61319286,-0.572868768,-0.62235787,-0.688139834,-0.687046998,-0.499514133,-0.550865645,-0.570047713,-0.403737553,-0.419998371,-0.46108687,-0.304331379
Standing,15,-0.2366346,-0.217253483,0.010950782,-0.175531766,-0.21353456,-0.189442304,0.062544298,-0.016407144,-0.087011224,-0.052871431,0.105360184,-0.079717914,-0.839245262,-0.849078798,-0.797335347,-0.844964837,-0.866349845,-0.823920296,-0.309421936,-0.406778151,-0.336101173,-0.236542921,-0.07579819,0.050599481,0.115438557,-0.017081783,0.100797375,0.122030564,0.113494319,0.052703571,-0.208557046,-0.090853957,0.04101286,0.054397405,-0.345261686,-0.398988359,-0.019356414,-0.313882421,-0.033335795,0.145379223,0.034697658,0.050910662,0.06848102,-0.03911954,-0.114497458,-0.052659029,-0.264501109,-0.185928546,-0.102740614,-0.200572187,-0.212905901,-0.319681435,-0.650252523,-0.686841213,-0.601295403,-0.609713573,-0.67348001,-0.667125593,-0.702888227,-0.768803825,-0.618624244,-0.669247425,-0.730969077,-0.783455274,-0.322244968,-0.274592968
Laying,15,-0.271182106,-0.347136627,0.057437593,-0.153578533,-0.12871301,-0.562307058,-0.071660999,0.042748936,0.072059696,-0.022375832,-0.033379994,0.046095085,-0.621904448,-0.622406964,-0.6752576,-0.656787571,-0.569081478,-0.697591019,-0.531193015,-0.372124069,-0.161399151,0.124534581,-0.001685534,0.061518445,0.05441186,-0.025721919,0.008478003,0.053963954,0.008539867,-0.118012093,-0.046805138,-0.039670803,-0.00762233,-0.06438853,-0.477762244,-0.458805868,-0.524260781,-0.54712813,0.047964898,0.015830458,-0.081134004,-0.169862438,-0.21620903,-0.421319395,-0.282912059,-0.369530105,-0.540478616,-0.529870059,-0.646720134,-0.482356207,-0.57154482,-0.632956217,-0.824170385,-0.769149988,-0.836260905,-0.801682228,-0.841468161,-0.798863415,-0.847051159,-0.82052179,-0.805247742,-0.819694167,-0.771724239,-0.695936185,-0.411492263,-0.48118423
Walking,16,-0.375721734,-0.365799678,-0.094486366,-0.295381672,-0.240911058,-0.373583451,-0.080696341,0.030933446,-0.059041829,-0.041243082,0.015821094,-0.079782887,-0.31675185,-0.514568346,-0.527721,-0.53064975,-0.651172742,-0.646777109,-0.363656784,-0.277061293,-0.380250968,-0.309369095,0.000310585,0.147458136,-0.032741292,0.107191073,-0.064412658,0.069373246,0.170898922,0.126288974,-0.069297697,-0.246899387,0.089327233,-0.028735341,-0.341689715,-0.387700837,-0.079147749,-0.411561885,0.258745938,-0.048392178,0.150474162,-0.013181245,0.155896972,0.107360663,0.169657561,0.068971078,-0.242832182,-0.164962847,-0.197560283,-0.115269172,-0.124497412,0.004271303,-0.494021545,-0.534299959,-0.477327064,-0.54748372,-0.496295588,-0.665385248,-0.539892925,-0.551704584,-0.52514876,-0.574837365,-0.427891622,-0.524221909,-0.492690353,-0.401365289
Walking Upstairs,16,-0.450569063,-0.452725773,0.042320697,-0.14554347,-0.189782894,-0.52565193,-0.155602488,-0.013810181,-0.13394971,0.015097663,0.079482918,-0.077602699,-0.44504117,-0.537769329,-0.365273071,-0.549031967,-0.439117302,-0.603194764,-0.376866464,-0.242898626,-0.081088321,-0.187892147,0.121144062,-0.055363389,0.085534216,0.034976567,0.086288092,-0.06468156,-0.130034179,-0.055697846,0.024774202,0.030680642,0.115720518,-0.048472612,-0.422720684,-0.319254768,-0.499941993,-0.522903441,0.028152336,-0.001683994,-0.018607666,-0.14354169,-0.175230934,-0.274392222,-0.401785124,-0.391998248,-0.557861994,-0.579642891,-0.614632872,-0.463480679,-0.560405344,-0.488579759,-0.756759889,-0.785994833,-0.829493126,-0.776085719,-0.767560733,-0.765931173,-0.752381923,-0.805602366,-0.821574608,-0.867978736,-0.774180446,-0.747687501,-0.635178058,-0.667048938
Walking downstairs,16,-0.431168295,-0.384100192,0.023773187,-0.235890718,-0.238512872,-0.2864877,-0.11400308,-0.102672722,-0.128934877,-0.150871129,0.010424553,-0.012761638,0.025594079,-0.048463285,0.11164116,0.174428027,-0.523026864,-0.409427309,-0.10159014,-0.058192648,-0.156863037,-0.250103509,-0.168298142,-0.262155955,0.077049091,0.058379031,0.057049573,-0.048559579,0.01484573,-0.006916023,-0.251606898,-0.357428616,0.075043871,-0.115220909,-0.003708679,-0.098026234,-0.400983734,-0.288949075,-0.266193074,-0.336007346,0.061924205,0.100871516,0.177640764,0.030280781,0.139111042,0.109060308,-0.138749342,-0.304928454,-0.243127584,-0.124128925,-0.226241971,-0.208679778,-0.536699936,-0.610741268,-0.634820667,-0.618573489,-0.683986026,-0.560545646,-0.461021841,-0.395076612,-0.686926189,-0.688290227,-0.754214583,-0.698703163,-0.610986975,-0.672024606
Sitting,16,-0.307569612,-0.254974334,0.1824473,-0.076710985,-0.132401939,-0.702316696,-0.027870051,-0.068701886,-0.091633262,0.07048295,0.030530486,0.050940675,-0.817177558,-0.67589833,-0.681306822,-0.610388406,-0.734742828,-0.620483943,-0.606281211,-0.586938565,-0.197253561,0.367104573,0.47783435,0.306041986,0.057212163,0.02591773,0.084299482,0.100916612,-0.025444769,-0.073039057,-0.003592251,-0.028782652,0.228120264,0.097065793,-0.72818472,-0.717381523,-0.731933507,-0.745020796,0.011845424,-0.01341734,0.060397469,-0.058535721,-0.208869691,-0.093598964,-0.225675911,-0.408864457,-0.430384341,-0.535167617,-0.507855144,-0.606563054,-0.679127294,-0.735030119,-0.849849271,-0.868391586,-0.872345079,-0.850164912,-0.900522759,-0.858683019,-0.827351576,-0.934997235,-0.878521243,-0.835904521,-0.924319366,-0.859805959,-0.354468805,-0.302644089
Standing,16,-0.135037195,-0.255687425,0.208899853,-0.077422257,-0.119065151,-0.837079432,0.162197178,0.097543816,0.021863941,0.100041602,0.125716624,-0.004683123,-0.450492927,-0.654346221,-0.780098208,-0.854364521,-0.777887861,-0.71641258,-0.875314781,-0.845562731,-0.660628436,-0.686407395,-0.217273814,-0.018200961,0.063208289,0.098354913,0.08427208,0.029532144,-0.041151161,-0.057288272,-0.008747234,0.020516967,-0.007883722,0.019554011,-0.676927952,-0.578838743,-0.62261926,-0.652137877,-0.025165559,0.087303306,-0.183292447,-0.143742414,-0.327594151,-0.406524203,-0.542558452,-0.530689513,-0.664706011,-0.70236056,-0.770594718,-0.751603597,-0.739054095,-0.792663711,-0.993226698,-0.993183508,-0.989848504,-0.982142947,-0.986662805,-0.986189077,-0.997759271,-0.997001869,-0.970990935,-0.97303373,-0.875135406,-0.889860362,-0.447002319,-0.414814583
Laying,16,-0.444710429,-0.309378208,0.012814209,-0.116902175,-0.210064026,-0.349958344,0.051853672,-0.063913592,-0.063241698,0.091921122,-0.111218028,-0.136275842,-0.481750877,-0.576856602,-0.585742462,-0.584177605,-0.605820603,-0.596926698,-0.399441571,-0.311836739,-0.43859218,-0.110816677,0.148882022,0.340460804,0.099966514,0.108155767,0.063429944,0.184620308,0.204580692,0.133273924,-0.098856671,0.090908007,0.091390777,0.026800916,-0.474486703,-0.385859051,-0.390855044,-0.557282853,-0.153701264,-0.222105992,-0.068739532,-0.141750047,0.051376329,0.030652864,0.080674135,0.026632807,-0.41650358,-0.257123229,-0.121930796,-0.128630622,-0.212977086,-0.086599643,-0.555714543,-0.648441817,-0.69234761,-0.714211047,-0.701666861,-0.808200263,-0.605852937,-0.573879487,-0.659626706,-0.626966401,-0.596045698,-0.592250768,-0.353374182,-0.330360278
Walking,17,-0.299539786,0.076116053,0.22966303,-0.040067003,-0.074966293,-0.758009587,0.058652368,0.142641519,0.060835528,0.196566875,0.039273778,-0.017260898,-0.896322005,-0.967594433,-0.807469543,-0.872006235,-0.718656178,-0.488858367,-0.855544621,-0.757210472,-0.221963621,0.196447455,0.4731257,0.735072539,-0.052465363,-0.068413119,0.007183013,0.005901891,-0.165264663,-0.259501629,0.083365579,0.058748465,0.027290956,-0.003802641,-0.702078199,-0.633815128,-0.824157669,-0.801148718,0.112583315,0.125055442,-0.064631486,-0.207666675,-0.347440071,-0.354160742,-0.472766429,-0.481579199,-0.579117298,-0.681595051,-0.725370951,-0.788983792,-0.78943768,-0.815444355,-0.969418799,-0.967792961,-0.983905412,-0.968342682,-0.972751186,-0.971657211,-0.97400739,-0.967135175,-0.963282812,-0.954822643,-0.805845861,-0.746051275,-0.405364798,-0.462434331
Walking Upstairs,17,-0.472031295,-0.052630563,0.056228205,-0.079938427,-0.030345317,-0.58421421,0.215220424,0.05863604,-0.026439412,0.165208174,0.026372668,0.081534674,-0.746035613,-0.74530624,-0.982539653,-0.851816674,-0.864279302,-0.715470613,-0.682360418,-0.632672492,-0.298222905,-0.231638834,0.133732324,0.129726796,0.01112205,-0.000110868,-0.065233984,-0.059714698,-0.281105323,-0.25320106,-0.025810007,0.058508714,-0.077220965,-0.198829815,-0.512095559,-0.363547043,-0.520669915,-0.386699262,0.145505144,0.072394468,-0.464846632,-0.542988677,-0.591691004,-0.53351018,-0.550999895,-0.618203715,-0.739753692,-0.788886231,-0.84433354,-0.738750005,-0.68518683,-0.71488433,-0.860033121,-0.903405206,-0.917029418,-0.922434342,-0.939804028,-0.957316621,-0.877363039,-0.918320195,-0.972178359,-0.974229795,-0.518842165,-0.490156549,-0.767673838,-0.847257428
Walking downstairs,17,-0.302394457,-0.580210233,0.146488393,-0.020034364,-0.099964912,-0.679365304,0.118897088,0.091944242,0.021295905,0.01451969,0.149002367,-0.126007167,-0.779840751,-0.872827638,-0.72553704,-0.83157832,-0.863208288,-0.709809063,-0.728618649,-0.562786481,-0.56283666,-0.228246053,-0.017596776,0.371404234,0.089580791,0.063929916,0.022136819,-0.023121052,-0.165036616,-0.20395003,-0.086595165,-0.02205679,-0.024899509,-0.219555547,-0.538154875,-0.457023779,-0.552843496,-0.663991891,0.153595878,0.060026911,-0.45065182,-0.505308013,-0.563131076,-0.524536893,-0.584972547,-0.662259189,-0.734727738,-0.81821964,-0.846646951,-0.837340566,-0.55273746,-0.812199268,-0.905376911,-0.912269001,-0.906397522,-0.926594207,-0.909659859,-0.941681069,-0.920099832,-0.929058221,-0.960050858,-0.941679414,-0.693686342,-0.67836454,-0.563635595,-0.739989504
Sitting,17,-0.38879109,-0.25962181,0.08907873,-0.118528767,-0.18087329,-0.557259206,0.160126405,0.064642227,-0.036893104,0.248024869,0.057703978,-0.071125665,-0.814551485,-0.778579578,-0.863616585,-0.893040943,-0.661037774,-0.721270168,-0.64714096,-0.654774168,-0.335202845,-0.352297107,-0.029864301,0.193883833,0.016010603,0.019684823,0.042916947,0.020960924,-0.0339548,0.023576284,0.071732642,-0.14248945,-0.086417156,-0.057423647,-0.772531244,-0.582419531,-0.775327761,-0.560650995,0.078729402,0.274038504,-0.016493132,-0.150575557,-0.158477973,-0.299090797,-0.385666704,-0.345964517,-0.477274573,-0.583862665,-0.657643079,-0.659219542,-0.658345675,-0.731899663,-0.939694484,-0.920073473,-0.881302103,-0.892839981,-0.913915632,-0.912412251,-0.94270055,-0.938683124,-0.909834956,-0.936990847,-0.827820391,-0.83972239,-0.482195779,-0.469340253
Standing,17,-0.382656409,-0.344400588,-0.035769543,-0.129278932,-0.218665652,-0.30217965,-0.018296356,0.049888524,0.019955808,-0.079689349,-0.019007557,-0.00250047,-0.310307087,-0.606884595,-0.550861987,-0.717878632,-0.759227731,-0.577006786,-0.408656822,-0.393320242,-0.459156922,-0.455746711,-0.258603293,-0.35780808,-0.041159753,-0.172031457,0.00873085,0.020682593,-0.016330201,0.01223707,-0.228536733,-0.13416038,-0.036773389,-0.056567265,-0.486550641,-0.527109809,-0.231359414,-0.508905131,-0.042847469,-0.102995608,-0.047379111,0.012775893,-0.021093703,-0.070545168,-0.047594479,-0.045881701,-0.280477789,-0.417657796,-0.332995017,-0.134408989,-0.03332376,-0.088909366,-0.706324433,-0.718675194,-0.762653188,-0.755157554,-0.779837374,-0.800929596,-0.784086457,-0.787323214,-0.882092632,-0.859988558,-0.564230082,-0.651287976,-0.694446761,-0.714729881
Laying,17,-0.376942156,-0.430025988,0.119409064,-0.063815036,-0.121789254,-0.567827366,0.177044226,0.006429882,-0.005201437,0.134199708,-0.028607324,0.001451441,-0.606924005,-0.743188893,-0.808759616,-0.788408605,-0.778383601,-0.669672216,-0.804156112,-0.785941997,-0.58856322,-0.669794571,-0.213205861,0.151905727,-0.036270377,-0.131669535,-0.139101373,-0.078387656,-0.097770739,-0.140207727,0.025581441,0.041400944,-0.007910012,-0.067394432,-0.740573829,-0.676983243,-0.755212023,-0.556031738,0.009520706,0.089713263,0.004746154,-0.067639117,-0.111988238,-0.212087328,-0.189946487,-0.25439309,-0.682048998,-0.554874665,-0.549991592,-0.466976332,-0.515588736,-0.531693465,-0.905405023,-0.937904883,-0.933727982,-0.941386085,-0.939265868,-0.945571878,-0.943751376,-0.955979712,-0.961610088,-0.950386094,-0.752965961,-0.787257691,-0.511577506,-0.497703455
Walking,18,-0.290680482,-0.308508279,0.005789046,-0.100716991,-0.140514645,-0.355677755,-0.045058488,0.094581737,0.043109405,0.032893005,0.118597999,-0.038766052,-0.927723949,-0.923148721,-0.779663048,-0.791863364,-0.646709208,-0.572704435,-0.255336323,-0.045886018,-0.15535632,0.045325291,-0.10415955,-0.294850858,-0.191630598,-0.085692722,-0.053280881,-0.153453984,-0.11465693,-0.284475878,-0.109756995,-0.001016309,-0.004303991,-0.040466929,-0.384762348,-0.38563711,-0.452329064,-0.446400214,0.186658203,0.120853049,-0.114931517,-0.233198156,-0.151874477,-0.246403161,-0.064444431,-0.250591167,-0.538566311,-0.404288305,-0.369600725,-0.366707979,-0.35078346,-0.435551988,-0.776130872,-0.781061586,-0.807823089,-0.828864229,-0.848598685,-0.829792008,-0.688502947,-0.737665911,-0.788769568,-0.822379251,-0.731977531,-0.691731528,-0.65560559,-0.563299426
Walking Upstairs,18,-0.155982518,-0.292850323,0.117304048,-0.128522484,-0.166000501,-0.228822537,-0.091709756,-0.021091386,-0.092924409,0.01578513,-0.013706054,-0.103485619,-0.728686703,-0.763481222,-0.705088017,-0.868364628,-0.885969163,-0.659036949,-0.353705057,-0.291441772,-0.026237989,0.12778422,-0.16954125,0.046224902,0.097686658,-0.067682806,0.110174916,0.06249487,-0.013895413,-0.062758505,-0.134426232,-0.035785451,-0.068234499,0.004799546,-0.425187508,-0.407739281,-0.36452437,-0.479883321,0.098556838,-0.148549347,-0.030509241,0.125954191,-0.057122394,0.154218123,0.118852583,-0.011828475,-0.153843433,-0.063084141,-0.052605968,0.001949052,-0.114497362,-0.215652674,-0.6288128,-0.770920044,-0.631033478,-0.746425363,-0.808763986,-0.714289178,-0.610735982,-0.635243612,-0.669363406,-0.651993621,-0.643053318,-0.598553123,-0.452420866,-0.448282918
Walking downstairs,18,-0.299610363,-0.192195004,0.163707689,-0.022933312,-0.197274135,-0.226655376,-0.10805909,-0.065489353,0.054023726,0.044527897,-0.066115237,-0.00284855,-0.743901261,-0.804890509,-0.695932445,-0.845371352,-0.594068958,-0.566064051,-0.357915726,-0.174093435,-0.210854839,-0.089739345,0.067758541,0.012681313,-0.025184257,0.031772232,-0.082265502,-0.109931958,-0.103491485,-0.011692791,-0.092624507,0.013897722,-0.022549534,0.019729586,-0.456206688,-0.513719555,-0.432401688,-0.648172921,0.311904236,0.002770173,0.122471413,0.04221827,-0.035770824,-0.012858049,0.068355381,0.033654818,-0.361133815,-0.175455243,-0.136106977,0.058423508,0.027452534,-0.139945463,-0.685900175,-0.681539272,-0.74832217,-0.793741875,-0.720920666,-0.791678915,-0.680264506,-0.748015126,-0.764596873,-0.856705429,-0.533998638,-0.721199765,-0.495007332,-0.424146699
Sitting,18,-0.186750827,-0.076092419,0.305488076,-0.031962849,-0.084665729,-0.563466085,0.033665088,0.046274822,0.111844508,-0.007367134,0.021194544,-0.003263571,-0.832823191,-0.905148536,-0.830859778,-0.866060291,-0.64575252,-0.529430125,-0.63962351,-0.638156652,-0.05074805,-0.314704532,0.114292613,0.031685022,-0.130083488,-0.097047599,-0.146926582,-0.059375267,-0.132261274,-0.260885226,-0.035407486,0.053212469,-0.234413832,0.062321737,-0.581226442,-0.589583893,-0.675324183,-0.712318714,0.041369209,0.035699798,-0.34305141,-0.227183734,-0.501567791,-0.448870528,-0.538559349,-0.507435092,-0.642872847,-0.612328297,-0.756348749,-0.672068817,-0.713286997,-0.633641031,-0.919637109,-0.923412359,-0.931447924,-0.929068711,-0.93494174,-0.929030823,-0.919034959,-0.87370842,-0.910388968,-0.865267762,-0.628749564,-0.61745503,-0.520494618,-0.507741009
Standing,18,-0.388738568,-0.14978107,0.251914211,-0.01420383,-0.116653392,-0.805071812,0.109063404,0.063700797,0.024474152,0.093653047,0.009335944,0.011806904,-0.744697569,-0.849209136,-0.845112554,-0.75715691,-0.612117622,-0.427607476,-0.791661865,-0.65102519,-0.369894471,0.05190683,0.415400744,0.432931766,-0.033044444,-0.032555198,-0.053940141,-0.069693037,-0.123133937,-0.252242032,0.056033466,-0.01882478,-0.04445717,-0.167740566,-0.703625214,-0.509044748,-0.801229502,-0.670493355,0.117306124,0.068998883,-0.112004812,-0.333162214,-0.385292837,-0.554855828,-0.642317881,-0.649826739,-0.633425533,-0.659394027,-0.668310252,-0.764138699,-0.76889834,-0.804985158,-0.98886741,-0.984755169,-0.964986354,-0.978992051,-0.981633003,-0.968733691,-0.987485775,-0.989606117,-0.939208538,-0.940426824,-0.80947772,-0.750693608,-0.484202749,-0.593321643
Laying,18,0.022318469,-0.332948404,0.202093097,-0.0720931,-0.131043856,-0.672588932,-0.031347915,0.133240947,0.097405458,0.062378103,0.066225033,0.000282492,-0.861713259,-0.841423268,-0.689580925,-0.603343606,-0.202070423,-0.282697128,0.097434646,0.424273544,0.219009447,0.136823431,-0.167574732,-0.409835014,-0.209373736,-0.147735225,-0.36964828,-0.45674716,-0.498171355,-0.653240043,-0.00722458,0.054379647,-0.254899023,-0.33348858,-0.245268414,-0.352064322,-0.361115493,-0.341116391,0.105137462,0.134540472,-0.357660296,-0.49362137,-0.393301768,-0.522482133,-0.413015582,-0.501695872,-0.650834443,-0.65081892,-0.780682668,-0.727568936,-0.767259383,-0.71484225,-0.898392003,-0.89059189,-0.886856653,-0.91975986,-0.901178271,-0.894980981,-0.90988477,-0.888730467,-0.88562564,-0.889920175,-0.606476137,-0.654508795,-0.558106275,-0.661963962
Walking,19,-0.274386056,-0.228278073,-0.130141634,-0.190103683,-0.114652743,-0.302322068,-0.169561004,-0.113756343,-0.148365336,-0.177615141,-0.103182261,-0.00407197,-0.130701051,-0.416722974,-0.335696361,-0.665429899,-0.584569611,-0.755524805,-0.322883047,-0.392533972,-0.418827432,-0.339873469,-0.350779918,-0.124918236,-0.048372981,0.021252006,-0.196155673,-0.139922516,-0.030366384,-0.073324176,-0.025789826,0.070273525,0.014657381,-0.003877976,-0.254813427,-0.099386342,-0.548949272,-0.385291073,-0.397262341,-0.125932095,0.052406156,-0.082860227,-0.102665693,0.069914374,-0.08326857,0.043744376,-0.232714933,-0.262732327,-0.352468924,-0.029390604,-0.060032279,0.016230129,-0.52160591,-0.640612724,-0.683540764,-0.6783057,-0.712295034,-0.741770116,-0.622636156,-0.611061085,-0.780595126,-0.854214586,-0.61364132,-0.493722723,-0.634470409,-0.629168545
Walking Upstairs,19,-0.464389068,-0.284467288,0.021246689,-0.049178251,-0.125667809,-0.429621773,-0.086196186,-0.127784317,-0.249012571,-0.102410741,-0.235720134,-0.194548019,-0.337188912,-0.1491008,-0.322683518,-0.157066216,-0.210499272,-0.124829342,-0.316414211,-0.391469043,-0.232609739,0.119269584,-0.038151174,0.177086939,0.068953523,-0.068701169,0.101868827,-0.083887391,0.015247619,-0.05647827,0.06226317,0.019915122,-0.214623638,-0.115145091,-0.329008987,0.032339286,-0.491531962,-0.32520939,-0.21285863,-0.152175484,-0.202355798,-0.140857202,-0.348749066,-0.361482163,-0.336508097,-0.330303312,-0.383650047,-0.26022678,-0.402372875,-0.244127804,-0.403701887,-0.340785624,-0.350874944,-0.477018208,-0.361699041,-0.401725303,-0.375641442,-0.38453991,-0.52463127,-0.589773638,-0.598650346,-0.629735338,-0.551816605,-0.559982144,-0.621270043,-0.648246354
